artist_name,song_title,year,lyrics_url,lyrics_text
Woody Guthrie,Blowing Down The Old Dusty Road (I Ain't Going To Be Treated This Way),1940,https://www.azlyrics.com/lyrics/woodyguthrie/blowingdowntheolddustyroadiaintgoingtobetreatedthisway.html,"

I'm blowin' down this old dusty road
I'm a-blowin' down this old dusty road
I'm a-blowin' down this old dusty road; Lord; Lord
An' I ain't a-gonna be treated this a-way

I'm a-goin' where the water taste like wine
I'm a-goin' where the water taste like wine
I'm a-goin' where the water taste like wine; Lord
An' I ain't a-gonna be treated this way

I'm a-goin' where the dust storms never blow
I'm a-goin' where them dust storms never blow
I'm a-goin' where them dust storms never blow; blow; blow
An' I ain't a-gonna be treated this way

They say I'm a dust bowl refugee
Yes; they say I'm a dust bowl refugee
They say I'm a dust bowl refugee; Lord; Lord
An' I ain't a-gonna be treated this way

I'm a-lookin' for a job at honest pay
I'm a-lookin' for a job at honest pay
I'm a-lookin' for a job at honest pay; Lord; Lord
An' I ain't a-gonna be treated this way

My children need three square meals a day
Now; my children need three square meals a day
My children need three square meals a day; Lord
An' I ain't a-gonna be treated this way

It takes a ten-dollar shoe to fit my feet
It takes a ten-dollar shoe to fit my feet
It takes a ten-dollar shoe to fit my feet; Lord; Lord
An' I ain't a-gonna be treated this way

You're a-two-dollar shoe hurts my feet
Your two-dollar shoe hurts my feet
Yes; your two-dollar shoe hurts my feet; Lord; Lord
An' I ain't a-gonna be treated this way

I'm a-goin' down this old dusty road
I'm blowin' down this old dusty road
I'm a-blowin' down this old dusty road; Lord; Lord
An' I ain't a-gonna be treated this way
"
Woody Guthrie,"Tom Joad, Part 2",1940,https://www.azlyrics.com/lyrics/woodyguthrie/tomjoadpart2.html,"

The Joads rolled away to the jungle camp
There they cooked a stew
And the hungry little kids of the jungle camp
Said; ""We'd like to have some; too""
Said; ""We'd like to have some; too""

Now a deputy sheriff fired loose at a man
Shot a woman in the back
Before he could take his aim again
Preacher Casey dropped him in his track; poor boy
Preacher Casey dropped him in his track

They handcuffed Casey and they took him in jail
And then he got away
And he met Tom Joad on the old river bridge
And these few words he did say; poor boy
These few words he did say

""I preached for the Lord a mighty long time
Preached about the rich and the poor
Us workin' folkses; all get together
'Cause we ain't got a chance anymore
We ain't got a chance anymore""

Now; the deputies come; and Tom and Casey run
To the bridge where the water run down
But the vigilante thugs hit Casey with a club
They laid Preacher Casey on the ground; poor Casey
They laid Preacher Casey on the ground

Tom Joad; he grabbed that deputy's club
Hit him over the head
Tom Joad took flight in the dark rainy night
And a deputy and a preacher lying dead; two men
A deputy and a preacher lying dead

Tom run back where his mother was asleep
He woke her up out of bed
An' he kissed goodbye to the mother that he loved
Said what Preacher Casey said; Tom Joad
He said what Preacher Casey said

""Ever'body might be just one big soul
Well it looks that a-way to me
Everywhere that you look; in the day or night
That's where I'm a-gonna be; Ma
That's where I'm a-gonna be

Wherever little children are hungry and cry
Wherever people ain't free
Wherever men are fightin' for their rights
That's where I'm a-gonna be; Ma
That's where I'm a-gonna be""
"
Woody Guthrie,The Great Dust Storm (Dust Storm Disaster),1940,https://www.azlyrics.com/lyrics/woodyguthrie/thegreatduststormduststormdisaster.html,"

On the 14th day of April of 1935
There struck the worst of dust storms that ever filled the sky
You could see that dust storm comin'; the cloud looked deathlike black
And through our mighty nation; it left a dreadful track
From Oklahoma City to the Arizona line
Dakota and Nebraska to the lazy Rio Grande
It fell across our city like a curtain of black rolled down
We thought it was our judgement; we thought it was our doom

The radio reported; we listened with alarm
The wild and windy actions of this great mysterious storm
From Albuquerque and Clovis; and all New Mexico
They said it was the blackest that ever they had saw

From old Dodge City; Kansas; the dust had rung their knell
And a few more comrades sleeping on top of old Boot Hill
From Denver; Colorado; they said it blew so strong
They thought that they could hold out; but they didn't know how long

Our relatives were huddled into their oil boom shacks
And the children they was cryin' as it whistled through the cracks
And the family it was crowded into their little room
They thought the world had ended; and they thought it was their doom

The storm took place at sundown; it lasted through the night
When we looked out next morning; we saw a terrible sight
We saw outside our window where wheat fields they had grown
Was now a rippling ocean of dust the wind had blown

It covered up our fences; it covered up our barns
It covered up our tractors in this wild and dusty storm
We loaded our jalopies and piled our families in
We rattled down that highway to never come back again
"
Woody Guthrie,Dust Bowl Refugee,1940,https://www.azlyrics.com/lyrics/woodyguthrie/dustbowlrefugee.html,"

I'm a dust bowl refugee
Just a dust bowl refugee
From that dust bowl to the peach bowl
Now that peach fuzz is a-killin' me

'Cross the mountains to the sea
Come the wife and kids and me
It's a hot old dusty highway
For a dust bowl refugee

Hard; it's always been that way
Here today and on our way
Down that mountain; 'cross the desert
Just a dust bowl refugee

We are ramblers; so they say
We are only here today
Then we travel with the seasons
We're the dust bowl refugees

From the south land and the drought land
Come the wife and kids and me
And this old world is a hard world
For a dust bowl refugee

Yes; we ramble and we roam
And the highway that's our home
It's a never-ending highway
For a dust bowl refugee

Yes; we wander and we work
In your crops and in your fruit
Like the whirlwinds on the desert
That's the dust bowl refugees

I'm a dust bowl refugee
I'm a dust bowl refugee
And I wonder will I always
Be a dust bowl refugee?
"
Woody Guthrie,Vigilante Man,1940,https://www.azlyrics.com/lyrics/woodyguthrie/vigilanteman.html,"

Have you seen that vigilante man?
Have you seen that vigilante man?
Have you seen that vigilante man?
I been hearin' his name all over the land

Well; what is a vigilante man?
Tell me; what is a vigilante man?
Has he got a gun and a club in his hand?
Is that is a vigilante man?

Rainy night down in the engine house
Sleepin' just as still as a mouse
Man come along an' he chased us out in the rain
Was that a vigilante man?

Stormy days we passed the time away
Sleepin' in some good warm place
Man come along an' we give him a little race
Was that a vigilante man?

Preacher Casey was just a workin' man
And he said; ""Unite all you working men""
Killed him in the river some strange man
Was that a vigilante man?

Oh; why does a vigilante man
Why does a vigilante man
Carry that sawed-off shot-gun in his hand?
Would he shoot his brother and sister down?

I rambled 'round from town to town
I rambled 'round from town to town
And they herded us around like a wild herd of cattle
Was that the vigilante men?

Have you seen that vigilante man?
Have you seen that vigilante man?
I've heard his name all over this land
"
Woody Guthrie,Pretty Boy Floyd,1940,https://www.azlyrics.com/lyrics/woodyguthrie/prettyboyfloyd.html,"

If you'll gather 'round me; children
A story I will tell
'Bout Pretty Boy Floyd; an outlaw
Oklahoma knew him well

It was in the town of Shawnee
A Saturday afternoon
His wife beside him in his wagon
As into town they rode

There a deputy sheriff approached him
In a manner rather rude
Vulgar words of anger
An' his wife she overheard

Pretty Boy grabbed a log chain
And the deputy grabbed his gun
In the fight that followed
He laid that deputy down

Then he took to the trees and timber
To live a life of shame
Every crime in Oklahoma
Was added to his name

But a many a starving farmer
The same old story told
How the outlaw paid their mortgage
And saved their little homes

Others tell you 'bout a stranger
That come to beg a meal
Underneath his napkin
Left a thousand dollar bill

It was in Oklahoma City
It was on a Christmas Day
There was a whole car load of groceries
Come with a note to say

Well; you say that I'm an outlaw
You say that I'm a thief
Here's a Christmas dinner
For the families on relief

Yes; as through this world I've wandered
I've seen lots of funny men
Some will rob you with a six-gun
And some with a fountain pen

And as through your life you travel
Yes; as through your life you roam
You won't never see an outlaw
Drive a family from their home
"
Woody Guthrie,"Tom Joad, Part 1",1940,https://www.azlyrics.com/lyrics/woodyguthrie/tomjoadpart1.html,"

Tom Joad got out of the old McAlester Pen
There he got his parole
After four long years on a man killing charge
Tom Joad come a-walkin' down the road; poor boy
Tom Joad come a-walkin' down the road

Tom Joad; he met a truck driving man
There he caught him a ride
He said; ""I just got loose from McAlester Pen
On a charge called homicide
A charge called homicide""

That truck rolled away in a cloud of dust
Tommy turned his face toward home
He met Preacher Casey; and they had a little drink
But they found that his family they was gone
He found that his family they was gone

He found his mother's old fashion shoe
Found his daddy's hat
And he found little Muley and Muley said
""They've been tractored out by the cats
They've been tractored out by the cats""

Tom Joad walked down to the neighbor's farm
Found his family
They took Preacher Casey and loaded in a car
And his mother said; ""We've got to get away""
His mother said; ""We've got to get away""

Now; the twelve of the Joads made a mighty heavy load
But Grandpa Joad did cry
He picked up a handful of land in his hand
Said; ""I'm stayin' with the farm till I die
Yes; I'm stayin' with the farm till I die""

They fed him short ribs and coffee and soothing syrup
And Grandpa Joad did die
They buried Grandpa Joad by the side of the road
Grandma on the California side
They buried Grandma on the California side

They stood on a mountain and they looked to the west
And it looked like the promised land
That bright green valley with a river running through
There was work for every single hand; they thought
There was work for every single hand
"
Woody Guthrie,Do Re Mi,1940,https://www.azlyrics.com/lyrics/woodyguthrie/doremi.html,"

Lots of folks back East; they say; is leavin' home every day
Beatin' the hot old dusty way to the California line
'Cross the desert sands they roll; gettin' out of that old dust bowl
They think they're goin' to a sugar bowl; but here's what they find
Now; the police at the port of entry say
""You're number fourteen thousand for today""

Oh; if you ain't got the do re mi; folks; you ain't got the do re mi
Why; you better go back to beautiful Texas; Oklahoma; Kansas; Georgia; Tennessee
California is a garden of Eden; a paradise to live in or see
But believe it or not; you won't find it so hot
If you ain't got the do re mi

You want to buy you a home or a farm; that can't deal nobody harm
Or take your vacation by the mountains or sea
Don't swap your old cow for a car; you better stay right where you are
Better take this little tip from me
'Cause I look through the want ads every day
But the headlines on the papers always say

If you ain't got the do re mi; boys; you ain't got the do re mi
Why; you better go back to beautiful Texas; Oklahoma; Kansas; Georgia; Tennessee
California is a garden of Eden; a paradise to live in or see
But believe it or not; you won't find it so hot
If you ain't got the do re mi
"
Woody Guthrie,Dust Can't Kill Me,1940,https://www.azlyrics.com/lyrics/woodyguthrie/dustcantkillme.html,"

That old dust storm killed my baby
But it can't kill me; Lord
And it can't kill me

That old dust storm killed my family
But it can't kill me; Lord
And it can't kill me

That old landlord got my homestead
But he can't get me; Lord
And he can't get me

That old dry spell killed my crop; boys
But it can't kill me; Lord
And it can't kill me

That old tractor got my home; boys
But it can't get me; Lord
And it can't get me

That old tractor run my house down
But it can't get me down
And it can't get me

That old pawn shop got my furniture
But it can't get me; Lord
And it can't get me

That old highway's got my relatives
But it can't get me; Lord
And it can't get me

That old dust might kill my wheat; boys
But it can't kill me; Lord
And it can't kill me

I have weathered a-many a dust storm
But it can't get me; boys
And it can't kill me

That old dust storm; well; it blowed my barn down
But it can't blow me down
And it can't blow me down

That old wind might blow this world down
But it can't blow me down
It can't kill me

That old dust storm's killed my baby
But it can't kill me; Lord
And it can't kill me
"
Woody Guthrie,Talking Dust Bowl Blues,1940,https://www.azlyrics.com/lyrics/woodyguthrie/talkingdustbowlblues.html,"

Back in 1927
I had a little farm and I called that heaven
Well; the prices up and the rain come down
And I hauled my crops all into town
I got the money; bought clothes and groceries
Fed the kids; and raised a family

Rain quit and the wind got high
And the black ol' dust storm filled the sky
And I swapped my farm for a Ford machine
And I poured it full of this gas-i-line
And I started; rockin' an' a-rollin'
Over the mountains; out towards the old Peach Bowl

Way up yonder on a mountain road
I had a hot motor and a heavy load
I's a-goin' pretty fast; there wasn't even stoppin'
A-bouncin' up and down; like popcorn poppin'
Had a breakdown; sort of a nervous bustdown of some kind
There was a feller there; a mechanic feller
Said it was en-gine trouble

Way up yonder on a mountain curve
It's way up yonder in the piney wood
An' I give that rollin' Ford a shove
An' I's a-gonna coast as far as I could
Commence coastin'; pickin' up speed
Was a hairpin turn; I didn't make it

Man alive; I'm a-tellin' you
The fiddles and the guitars really flew
That Ford took off like a flying squirrel
An' it flew halfway around the world
Scattered wives and childrens
All over the side of that mountain

We got out to the West Coast broke
So dad-gum hungry I thought I'd croak
An' I bummed up a spud or two
An' my wife fixed up a tater stew
We poured the kids full of it
Mighty thin stew; though
You could read a magazine right through it
Always have figured
That if it'd been just a little bit thinner
Some of these here politicians
Coulda seen through it
"
